extrusion,layer_width,layer_height,nn_speed,formula_speed
2,24,17.55,81,94
2,24,13.0,108,121
2,24,13.45,105,117
2,24,13.9,101,114
2,24,14.35,98,111
2,24,14.8,95,108
2,24,15.25,93,105
2,24,15.7,90,103
2,24,16.15,87,101
2,24,16.6,85,98
2,24,17.05,83,96
2,24,17.5,81,94
2,24,17.95,80,92
2,24,18.0,80,92
2,24,18.0,80,92
2,24,18.0,80,92
2,24,18.0,80,92
2,24,18.0,80,92
2,24,18.0,80,92
2,24,18.0,80,92
2,24,18.0,80,92
2,24,18.0,80,92
2,24,18.0,80,92
2,24,18.0,80,92
2,24,18.0,80,92
2,24,18.0,80,92
2,24,18.0,80,92
2,24,18.0,80,92
2,24,18.0,80,92
2,24,18.0,80,92
2,24,18.0,80,92
2,24,18.0,80,92
2,24,18.0,80,92
2,24,18.0,80,92
2,24,18.0,80,92
2,24,18.0,80,92
2,24,18.0,80,92
2,24,18.0,80,92
2,24,18.0,80,92
2,24,18.0,80,92
2,24,18.0,80,92
2,24,18.0,80,92
2,24,17.982778,80,92
2,24,17.965556,80,92
2,24,17.948333,80,92
2,24,17.931111,80,92
2,24,17.913889,80,92
2,24,17.896667,80,92
2,24,17.879444,80,92
2,24,17.862222,80,93
2,24,17.845,80,93
2,24,17.827778,80,93
2,24,17.810556,80,93
2,24,17.793333,80,93
2,24,17.776111,80,93
2,24,17.758889,80,93
2,24,17.741667,80,93
2,24,17.724444,80,93
2,24,17.707222,81,93
2,24,17.69,81,93
2,24,17.672778,81,93
2,24,17.655556,81,93
2,24,17.638333,81,93
2,24,17.621111,81,94
2,24,17.603889,81,94
2,24,17.586667,81,94
2,24,17.569444,81,94
2,24,17.552222,81,94
2,24,17.535,81,94
2,24,17.517778,81,94
2,24,17.500556,81,94
2,24,17.483333,81,94
2,24,17.466111,81,94
2,24,17.448889,82,94
2,24,17.431667,82,94
2,24,17.414444,82,94
2,24,17.397222,82,95
2,24,17.38,82,95
2,24,17.362778,82,95
2,24,17.345556,82,95
2,24,17.328333,82,95
2,24,17.311111,82,95
2,24,17.278611,82,95
2,24,17.246111,82,95
2,24,17.213611,82,95
2,24,17.181111,83,96
2,24,17.148611,83,96
2,24,17.116111,83,96
2,24,17.083611,83,96
2,24,17.051111,83,96
2,24,17.018611,83,96
2,24,16.986111,83,96
2,24,16.953611,84,97
2,24,16.921111,84,97
2,24,16.888611,84,97
2,24,16.856111,84,97
2,24,16.823611,84,97
2,24,16.791111,84,97
2,24,16.758611,84,97
2,24,16.726111,85,98
2,24,16.693611,85,98
2,24,16.661111,85,98
2,24,16.628611,85,98
2,24,16.596111,85,98
2,24,16.563611,85,98
2,24,16.531111,86,99
2,24,16.498611,86,99
2,24,16.466111,86,99
2,24,16.433611,86,99
2,24,16.401111,86,99
2,24,16.368611,86,99
2,24,16.336111,86,100
2,24,16.303611,87,100
2,24,16.271111,87,100
2,24,16.238611,87,100
2,24,16.206111,87,100
2,24,16.173611,87,100
2,24,16.141111,87,101
2,24,16.108611,88,101
2,24,16.076111,88,101
2,24,16.043611,88,101
2,24,16.011111,88,101
2,24,15.978611,88,101
2,24,15.946111,89,102
2,24,15.913611,89,102
2,24,15.881111,89,102
2,24,15.848611,89,102
2,24,15.816111,89,102
2,24,15.783611,89,102
2,24,15.751111,90,103
2,24,15.718611,90,103
2,24,15.686111,90,103
2,24,15.653611,90,103
2,24,15.621111,90,103
2,24,15.588611,91,104
2,24,15.556111,91,104
2,24,15.523611,91,104
2,24,15.491111,91,104
2,24,15.458611,91,104
2,24,15.426111,92,104
2,24,15.393611,92,105
2,24,15.361111,92,105
2,24,15.328611,92,105
2,24,15.296111,92,105
2,24,15.263611,93,105
2,24,15.231111,93,106
2,24,15.198611,93,106
2,24,15.166111,93,106
2,24,15.133611,93,106
2,24,15.101111,94,106
2,24,15.068611,94,107
2,24,15.036111,94,107
2,24,15.003611,94,107
2,24,14.971111,94,107
2,24,14.938611,95,107
2,24,14.906111,95,108
2,24,14.873611,95,108
2,24,14.841111,95,108
2,24,14.808611,95,108
2,24,14.776111,96,108
2,24,14.743611,96,109
2,24,14.711111,96,109
2,24,14.678611,96,109
2,24,14.646111,96,109
2,24,14.613611,97,109
2,24,14.581111,97,110
2,24,14.548611,97,110
2,24,14.516111,97,110
2,24,14.483611,97,110
2,24,14.451111,98,110
2,24,14.418611,98,111
2,24,14.386111,98,111
2,24,14.353611,98,111
2,24,14.321111,99,111
2,24,14.288611,99,111
2,24,14.256111,99,112
2,24,14.223611,99,112
2,24,14.191111,99,112
2,24,14.158611,100,112
2,24,14.126111,100,113
2,24,14.093611,100,113
2,24,14.061111,100,113
2,24,14.028611,101,113
2,24,13.996111,101,113
2,24,13.963611,101,114
2,24,13.931111,101,114
2,24,13.898611,101,114
2,24,13.866111,102,114
2,24,13.833611,102,115
2,24,13.801111,102,115
2,24,13.768611,102,115
2,24,13.736111,103,115
2,24,13.703611,103,116
2,24,13.671111,103,116
2,24,13.638611,103,116
2,24,13.606111,104,116
2,24,13.573611,104,116
2,24,13.541111,104,117
2,24,13.508611,104,117
2,24,13.476111,104,117
2,24,13.443611,105,117
2,24,13.411111,105,118
2,24,13.378611,105,118
2,24,13.346111,105,118
2,24,13.313611,106,118
2,24,13.281111,106,119
2,24,13.248611,106,119
2,24,13.216111,106,119
2,24,13.183611,107,119
2,24,13.151111,107,120
2,24,13.118611,107,120
2,24,13.086111,107,120
2,24,13.053611,108,120
2,24,13.021111,108,121
2,24,12.988611,108,121
2,24,12.956111,108,121
2,24,12.923611,108,122
2,24,12.891111,109,122
2,24,12.858611,109,122
2,24,12.826111,109,122
2,24,12.793611,109,123
2,24,12.761111,110,123
2,24,12.728611,110,123
2,24,12.696111,110,123
2,24,12.663611,110,124
2,24,12.631111,111,124
2,24,12.598611,111,124
2,24,12.566111,111,125
2,24,12.533611,111,125
2,24,12.501111,112,125
2,24,12.468611,112,125
2,24,12.436111,112,126
2,24,12.403611,112,126
2,24,12.371111,113,126
2,24,12.338611,113,127
2,24,12.306111,113,127
2,24,12.273611,114,127
2,24,12.241111,114,127
2,24,12.208611,114,128
2,24,12.176111,114,128
2,24,12.143611,115,128
2,24,12.111111,115,129
2,24,12.078611,115,129
2,24,12.046111,115,129
2,24,12.013611,116,130
2,24,11.981111,116,130
2,24,11.948611,116,130
2,24,11.916111,116,130
2,24,11.883611,117,131
2,24,11.851111,117,131
2,24,11.818611,117,131
2,24,11.786111,118,132
2,24,11.753611,118,132
2,24,11.721111,118,132
2,24,11.688611,118,133
2,24,11.656111,119,133
2,24,11.623611,119,133
2,24,11.591111,119,134
2,24,11.558611,120,134
2,24,11.526111,120,134
2,24,11.493611,120,135
2,24,11.461111,120,135
2,24,11.428611,121,135
2,24,11.396111,121,136
2,24,11.363611,121,136
2,24,11.331111,122,136
2,24,11.298611,122,137
2,24,11.266111,122,137
2,24,11.233611,123,137
2,24,11.201111,123,138
2,24,11.168611,123,138
2,24,11.136111,124,139
2,24,11.103611,124,139
2,24,11.071111,124,139
2,24,11.038611,124,140
2,24,11.006111,125,140
2,24,10.973611,125,140
2,24,10.941111,125,141
2,24,10.908611,126,141
2,24,10.876111,126,141
2,24,10.843611,126,142
2,24,10.811111,127,142
2,24,10.778611,127,143
2,24,10.746111,127,143
2,24,10.713611,128,143
2,24,10.681111,128,144
2,24,10.648611,128,144
2,24,10.616111,129,145
2,24,10.583611,129,145
2,24,10.551111,129,145
2,24,10.518611,130,146
2,24,10.486111,130,146
2,24,10.453611,130,147
2,24,10.421111,131,147
2,24,10.388611,131,147
2,24,10.356111,131,148
2,24,10.323611,132,148
2,24,10.291111,132,149
2,24,10.258611,133,149
2,24,10.226111,133,149
2,24,10.193611,133,150
2,24,10.161111,134,150
2,24,10.128611,134,151
2,24,10.096111,134,151
2,24,10.063611,135,152
2,24,10.031111,135,152
2,24,9.998611,135,153
2,24,9.966111,136,153
2,24,9.933611,136,153
2,24,9.901111,137,154
2,24,9.868611,137,154
2,24,9.836111,137,155
2,24,9.803611,138,155
2,24,9.771111,138,156
2,24,9.738611,138,156
2,24,9.706111,139,157
2,24,9.673611,139,157
2,24,9.641111,140,158
2,24,9.608611,140,158
2,24,9.576111,140,159
2,24,9.543611,141,159
2,24,9.511111,141,160
2,24,9.478611,142,160
2,24,9.446111,142,161
2,24,9.413611,142,161
2,24,9.381111,143,162
2,24,9.348611,143,162
2,24,9.316111,144,163
2,24,9.283611,144,163
2,24,9.251111,144,164
2,24,9.218611,145,164
2,24,9.186111,145,165
2,24,9.153611,146,165
2,24,9.121111,146,166
2,24,9.088611,146,166
2,24,9.056111,147,167
2,24,9.023611,147,167
2,24,8.991111,148,168
2,24,8.958611,148,169
2,24,8.926111,149,169
2,24,8.893611,149,170
2,24,8.861111,150,170
2,24,8.828611,150,171
2,24,8.796111,151,171
2,24,8.763611,151,172
2,24,8.731111,152,173
2,24,8.698611,152,173
2,24,8.666111,153,174
2,24,8.633611,153,174
2,24,8.601111,154,175
2,24,8.568611,154,176
2,24,8.536111,155,176
2,24,8.503611,155,177
2,24,8.471111,156,177
2,24,8.438611,157,178
2,24,8.406111,157,179
2,24,8.373611,158,179
2,24,8.341111,159,180
2,24,8.308611,159,181
2,24,8.276111,160,181
2,24,8.243611,161,182
2,24,8.211111,161,183
2,24,8.178611,162,183
2,24,8.146111,163,184
2,24,8.113611,164,185
2,24,8.081111,164,185
2,24,8.048611,165,186
2,24,8.016111,166,187
2,24,7.983611,167,187
2,24,7.951111,167,188
2,24,7.918611,168,189
2,24,7.886111,169,189
2,24,7.853611,170,190
2,24,7.821111,171,191
2,24,7.788611,171,192
2,24,7.756111,172,192
2,24,7.723611,173,193
2,24,7.691111,174,194
2,24,7.658611,175,195
2,24,7.626111,176,195
2,24,7.593611,177,196
2,24,7.561111,178,197
2,24,7.528611,179,198
2,24,7.496111,180,199
2,24,7.463611,180,199
2,24,7.431111,181,200
2,24,7.398611,182,201
2,24,7.366111,183,202
2,24,7.333611,184,203
2,24,7.301111,185,204
2,24,7.268611,186,204
2,24,7.236111,187,205
2,24,7.203611,188,206
2,24,7.171111,189,207
2,24,7.138611,190,208
2,24,7.106111,191,209
2,24,7.073611,193,210
2,24,7.041111,194,211
2,24,7.008611,195,211
2,24,6.976111,196,212
2,24,6.943611,197,213
2,24,6.911111,198,214
2,24,6.863333,200,216
2,24,6.815556,201,217
2,24,6.767778,203,218
2,24,6.72,205,220
2,24,6.672222,207,221
2,24,6.624444,208,223
2,24,6.576667,210,224
2,24,6.528889,212,226
2,24,6.481111,214,227
2,24,6.433333,216,229
2,24,6.385556,218,231
2,24,6.337778,219,232
2,24,6.29,221,234
2,24,6.242222,223,236
2,24,6.194444,225,237
2,24,6.146667,227,239
2,24,6.098889,229,241
2,24,6.051111,231,243
2,24,6.003333,233,244
2,24,5.955556,235,246
2,24,5.907778,237,248
2,24,5.86,239,250
2,24,5.812222,242,252
2,24,5.764444,244,254
2,24,5.716667,246,256
2,24,5.668889,248,258
2,24,5.621111,250,260
2,24,5.573333,252,262
2,24,5.525556,254,264
2,24,5.477778,257,267
2,24,5.43,259,269
2,24,5.382222,261,271
2,24,5.334444,263,273
2,24,5.286667,266,276
2,24,5.238889,268,278
2,24,5.191111,270,281
2,24,5.143333,272,283
2,24,5.095556,275,286
2,24,5.047778,277,288
2,24,5.0,279,291
2,24,5.0,279,291
2,24,5.0,279,291
2,24,5.0,279,291
2,24,5.0,279,291
2,24,5.0,279,291
2,24,5.0,279,291
2,24,5.0,279,291
2,24,5.0,279,291
2,24,5.0,279,291
2,24,5.0,279,291
2,24,5.0,279,291
2,24,5.0,279,291
2,24,5.0,279,291
2,24,5.0,279,291
2,24,5.0,279,291
2,24,5.0,279,291
2,24,5.0,279,291
2,24,5.0,279,291
2,24,5.0,279,291
2,24,5.0,279,291
2,24,5.0,279,291
2,24,5.0,279,291
2,24,5.0,279,291
2,24,5.0,279,291
2,24,5.0,279,291
2,24,5.0,279,291
2,24,5.0,279,291
2,24,5.0,279,291
2,24,5.0,279,291
2,24,5.0,279,291
2,24,5.0,279,291
2,24,5.0,279,291
2,24,5.0,279,291
2,24,5.0,279,291
2,24,5.0,279,291
2,24,5.0,279,291
2,24,5.0,279,291
2,24,5.0,279,291
2,24,5.0,279,291
2,30,5.0,212,230
2,30,5.0,212,230
2,30,5.0,212,230
2,30,5.0,212,230
2,30,5.0,212,230
2,30,5.0,212,230
2,30,5.0,212,230
2,30,5.0,212,230
2,30,5.0,212,230
2,30,5.0,212,230
2,30,5.0,212,230
2,30,5.0,212,230
2,30,5.4,197,214
2,30,5.85,182,198
2,30,6.3,168,185
2,30,6.75,155,173
2,30,7.2,144,163
2,30,7.65,134,154
2,30,8.1,125,146
2,30,8.55,119,138
2,30,9.0,114,132
2,30,9.45,110,126
2,30,9.9,106,121
2,30,10.35,103,116
2,30,10.8,99,111
2,30,11.25,96,107
2,30,11.7,93,104
2,30,12.15,90,100
2,30,12.6,88,97
2,30,13.05,85,94
2,30,13.5,82,91
2,30,13.95,80,88
2,30,14.4,77,86
2,30,14.85,74,84
2,30,15.3,72,82
2,30,15.75,69,80
2,30,16.2,67,78
2,30,16.65,65,76
2,30,17.1,63,74
2,30,17.55,61,72
2,30,13.0,85,94
2,30,13.45,83,91
2,30,13.9,80,89
2,30,14.35,77,86
2,30,14.8,75,84
2,30,15.25,72,82
2,30,15.7,69,80
2,30,16.15,67,78
2,30,16.6,65,76
2,30,17.05,63,74
2,30,17.5,61,73
2,30,17.95,59,71
2,30,18.0,59,71
2,30,18.0,59,71
2,30,18.0,59,71
2,30,18.0,59,71
2,30,18.0,59,71
